london_company_id,company_name,secretary,office,london_address_cleaned
springvalleyceylonestates_j_a_roberts_5_dogatehill_e_c_,Spring Valley Ceylon Estates,J. A. Roberts,"5, Dogate Hill, E.C.","5, Dowgate Hill, E.C."
springvalleyceylonestates_j_a_roberts_5_dowgatehill_e_c_,Spring Valley Ceylon Estates,J. A. Roberts,"5, Dowgate Hill, E.C.","5, Dowgate Hill, E.C."
springvalleyceylonestates_j_a_roberts_thameshouse_queenstreetplace_e_c_,Spring Valley Ceylon Estates,J. A. Roberts,"Thames House, Queen Street Place, E.C.","Thames House, Queen Street Place, E.C."
springvalleyceylonestates_j_g_wardron_thameshouse_queenstreetplace_e_c_,Spring Valley Ceylon Estates,J. G. Wardron,"Thames House, Queen Street Place, E.C.","Thames House, Queen Street Place, E.C."
springvalleyceylonestates_j_g_wardrop_thameshouse_queenstreetplace_e_c_,Spring Valley Ceylon Estates,J. G. Wardrop,"Thames House, Queen Street Place, E.C.","Thames House, Queen Street Place, E.C."
springvalleyceylonestates_limited_j_a_roberts_5_dowgatehill_e_c_,"Spring Valley Ceylon Estates, Limited",J. A. Roberts,"5, Dowgate Hill, E.C.","5, Dowgate Hill, E.C."
springvalleyceylonestates_ltd__j_a_roberts_5_dowgatehill_e_c_,"Spring Valley Ceylon Estates, Ltd.",J. A. Roberts,"5, Dowgate Hill, E.C.","5, Dowgate Hill, E.C."
springvalleyceylonestates_n_a_thameshouse_queenstreetplace_e_c_,Spring Valley Ceylon Estates,N/A,"Thames House, Queen Street Place, E.C.","Thames House, Queen Street Place, E.C."
springvalleyceylonestates_p_c_oswald_thameshouse_queenstreetplace_e_c_,Spring Valley Ceylon Estates,P. C. Oswald,"Thames House, Queen Street Place, E.C.","Thames House, Queen Street Place, E.C."
springvalleycoffeecompany_j_a_roberts_5_dewgatehill_e_c_,Spring Valley Coffee Company,J. A. Roberts,"5, Dewgate Hill, E.C.","5, Dowgate Hill, E.C."
springvalleycoffeecompany_j_a_roberts_5_dowgatehill_e_c_,Spring Valley Coffee Company,J. A. Roberts,"5, Dowgate Hill, E.C.","5, Dowgate Hill, E.C."
springvalleycoffeecompany_limited_j_a_roberts_5_dowgatehill_e_c_,"Spring Valley Coffee Company, Limited",J. A. Roberts,"5, Dowgate Hill, E.C.","5, Dowgate Hill, E.C."
st_andrew_malay_rubberestate_limited_j_f_h_carter_44_broadstreethouse_e_c_,"St. Andrew (Malay) Rubber Estate, Limited",J. F. H. Carter,"44, Broad Street House, E.C.","44, Broad Street House, E.C."
st_andrew_malay_rubberestate_limited_n_a_n_a,"St. Andrew (Malay) Rubber Estate, Limited",N/A,N/A,""
st_georgerubberestates_limited_lyall_andersonandco__16_philpotlane_e_c_,"St. George Rubber Estates, Limited","Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
st_georgerubberestates_lyall_andersonandco__16_philpotlane_e_c_,St. George Rubber Estates,"Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
stagbrookrubberandteaestates_rowe_whiteandco__4_lloydsavenue_e_c_,Stagbrook Rubber and Tea Estates,"Rowe, White and Co.","4, Lloyds Avenue, E.C.","4, Lloyds Avenue, E.C."
standardteacompanyofceylon_a_t_brooke_25_fenchurchstreet_e_c_,Standard Tea Company of Ceylon,A. T. Brooke,"25, Fenchurch Street, E.C.","25, Fenchurch Street, E.C."
standardteacompanyofceylon_a_t_brooke_25_fenchurchstreete_c_,Standard Tea Company of Ceylon,A. T. Brooke,"25, Fenchurch Street E.C.","25, Fenchurch Street, E.C."
standardteacompanyofceylon_jamesa_haddenandco__25_fenchurchstreet_e_c_,Standard Tea Company of Ceylon,James A. Hadden and Co.,"25, Fenchurch Street, E.C.","25, Fenchurch Street, E.C."
standardteacompanyofceylon_jamesa_hadenandco__25_fenchurchstreet_e_c_,Standard Tea Company of Ceylon,James A. Haden and Co.,"25, Fenchurch Street, E.C.","25, Fenchurch Street, E.C."
standardteacompanyofceylon_limited_a_t_brooke_25_fenchurchstreet_e_c_,"Standard Tea Company of Ceylon, Limited",A. T. Brooke,"25, Fenchurch Street, E.C.","25, Fenchurch Street, E.C."
standardteacompanyofceylon_limited_a_t_brooke_2_fenchurchstreet_e_c_,"Standard Tea Company of Ceylon, Limited",A. T. Brooke,"2, Fenchurch Street, E.C.","2, Fenchurch Street, E.C."
standardteacompanyofceylon_ltd__a_t_brooke_25_fenchurchstreet_e_c_,"Standard Tea Company of Ceylon, Ltd.",A. T. Brooke,"25, Fenchurch Street, E.C.","25, Fenchurch Street, E.C."
standrew_malay_rubberestate_limited_j_f_h_carter_44_broadstreetianse_e_c_,"St Andrew (Malay) Rubber Estate, Limited",J. F. H. Carter,"44, Broad Street Ianse, E.C.","44, Broad Street House, E.C."
stanmore_anamallay_estates_o_a_bannatin_17_gracechurchstreet_e_c_,Stanmore (Anamallay) Estates,O. A. Bannatin,"17, Gracechurch Street, E.C.","17, Gracechurch Street, E.C."
stanmore_anamallay_estates_o_a_bannatine_17_gracechurchstreet_e_c_,Stanmore (Anamallay) Estates,O. A. Bannatine,"17, Gracechurch Street, E.C.","17, Gracechurch Street, E.C."
ste_madeleinesugarcompany_a_d_crichton_18_laurencepounthelane_e_c_,Ste. Madeleine Sugar Company,A. D. Crichton,"18, Laurence Pounthe Lane, E.C.","18, Laurence Pountney Lane, E.C."
ste_madeleinesugarcompany_g_h_billinghurst_a_d_crichton_18_laurencepounteylane_e_c_,Ste. Madeleine Sugar Company,"G. H. Billinghurst, A. D. Crichton","18, Laurence Pountey Lane, E.C.","18, Laurence Pountney Lane, E.C."
stoughton_perak_rubberplantations_m_p_evansandco__30_mincinglane_e_c_,Stoughton (Perak) Rubber Plantations,M. P. Evans and Co.,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
straitsplantations_harrisonsandcrosfied_1_4_greattowerstreet_e_c_,Straits Plantations,Harrisons and Crosfied,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
straitsplantations_harrisonsandcrosfield_1_4_greattowerst_e_c_,Straits Plantations,Harrisons and Crosfield,"1-4, Great Tower St, E.C.","1-4, Great Tower Street, E.C."
straitsplantations_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Straits Plantations,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
straitsplantations_limited_harrisonsandcrosfield_49_51_eastcheap_e_c_,"Straits Plantations, Limited",Harrisons and Crosfield,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
straitsplantations_ltd__harrisonsandcrosfield_49_51_eastcheap_e_c_,"Straits Plantations, Ltd.",Harrisons and Crosfield,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
straitsrubbercompany_f_e_maguire_pinnerhall_8_9_austinfriars_e_c_,Straits Rubber Company,F. E. Maguire,"Pinner Hall, 8-9, Austin Friars, E.C.","Pinners Hall, 8-9, Austin Friars, E.C."
straitsrubbercompany_f_e_maguire_pinnershall_8_9_austinfriars_e_c_,Straits Rubber Company,F. E. Maguire,"Pinners Hall, 8-9, Austin Friars, E.C.","Pinners Hall, 8-9, Austin Friars, E.C."
straitsrubbercompany_limited_p_e_l_taylor_8_9_austinfriars_e_c_,"Straits Rubber Company, Limited",P. E. L. Taylor,"8-9, Austin Friars, E.C.","8-9, Austin Friars, E.C."
straitsrubbercompany_ltd__p_e_l_taylor_8_9_pinnerhall_austinfriars_e_c_,"Straits Rubber Company, Ltd.",P. E. L. Taylor,"8-9, Pinner Hall, Austin Friars, E.C.","Pinners Hall, 8-9, Austin Friars, E.C."
straitsrubbercompany_p_e_l_taylor_pinnershall_8_9_austinfriars_e_c,Straits Rubber Company,P. E. L. Taylor,"Pinners Hall, 8-9, Austin Friars, E.C","Pinners Hall, 8-9, Austin Friars, E.C."
straitsrubbercompany_p_e_l_taylor_pinnershall_8_9_austinfriars_e_c_,Straits Rubber Company,P. E. L. Taylor,"Pinners Hall, 8-9, Austin Friars, E.C.","Pinners Hall, 8-9, Austin Friars, E.C."
straitsrubbercompany_p_e_l_taylor_pinnershall_austinfriars_e_c_,Straits Rubber Company,P. E. L. Taylor,"Pinners Hall, Austin Friars, E.C.","Pinners Hall, Austin Friars, E.C."
straitssettlements_bertam_rubber_h_r_smith_3_londonwallbuildings_e_c_,Straits Settlements (Bertam) Rubber,H. R. Smith,"3, London Wall Buildings, E.C.","3, London Wall Buildings, E.C."
straitssettlements_bertam_rubberco__ltd__h_r_smith_3_londonwallbuildings_e_c_,"Straits Settlements (Bertam) Rubber Co., Ltd.",H. R. Smith,"3, London Wall Buildings, E.C.","3, London Wall Buildings, E.C."
straitssettlements_bertam_rubbercompany_h_r_sith_16_st_helensplace_e_c_,Straits Settlements (Bertam) Rubber Company,H. R. Sith,"16, St. Helens Place, E.C.","16, St. Helen's Place, E.C."
straitssettlements_bertam_rubbercompany_h_r_smith_16_st_helensplace_e_c_,Straits Settlements (Bertam) Rubber Company,H. R. Smith,"16, St. Helens Place, E.C.","16, St. Helen's Place, E.C."
straitssettlements_bertam_rubbercompany_h_r_smith_3_londonwallbuildings_e_c_,Straits Settlements (Bertam) Rubber Company,H. R. Smith,"3, London Wall Buildings, E.C.","3, London Wall Buildings, E.C."
straitssettlements_bertam_rubbercompany_h_r_smith_4_londonwallbuildings_e_c_,Straits Settlements (Bertam) Rubber Company,H. R. Smith,"4, London Wall Buildings, E.C.","4, London Wall Buildings, E.C."
straitssettlements_bertam_rubbercompany_limited_h_r_smith_16_st_helensplace_e_c_,"Straits Settlements (Bertam) Rubber Company, Limited",H. R. Smith,"16, St. Helens Place, E.C.","16, St. Helen's Place, E.C."
straitssettlements_bertam_rubbercompany_limited_h_r_smith_3_londonwallbuildings_e_c_,"Straits Settlements (Bertam) Rubber Company, Limited",H. R. Smith,"3, London Wall Buildings, E.C.","3, London Wall Buildings, E.C."
straitssettlements_bertamrubbercompany__h_r_smith_3_londonwallbuildings_e_c,Straits Settlements (Bertam Rubber Company),H. R. Smith,"3, London Wall Buildings, E.C","3, London Wall Buildings, E.C."
strathisla_perak_rubberestates_f_c_owen_65_londonwall_e_c_,Strathisla (Perak) Rubber Estates,F. C. Owen,"65, London Wall, E.C.","65, London Wall, E.C."
strathisla_perak_rubberestates_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Strathisla (Perak) Rubber Estates,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
strathisla_perak_rubberestates_limited_w_t_wool_65_londonwall_e_c_,"Strathisla (Perak) Rubber Estates, Limited",W. T. Wool,"65, London Wall, E.C.","65, London Wall, E.C."
strathisla_perak_rubberestates_pattullo_forde_co_65_londonwall_e_c_,Strathisla (Perak) Rubber Estates,"Pattullo, Forde & Co","65, London Wall, E.C.","65, London Wall, E.C."
strathisla_perak_rubberestates_pattullo_forde_co__65_londonwall_e_c_,Strathisla (Perak) Rubber Estates,"Pattullo, Forde & Co.","65, London Wall, E.C.","65, London Wall, E.C."
strathisla_perak_rubberestates_pattullo_fordeandco__65_londonwall_e_c_,Strathisla (Perak) Rubber Estates,"Pattullo, Forde and Co.","65, London Wall, E.C.","65, London Wall, E.C."
strathisla_perak_rubberestates_w_t_wood_65_londonwall_e_c_,Strathisla (Perak) Rubber Estates,W. T. Wood,"65, London Wall, E.C.","65, London Wall, E.C."
strathisla_perakrubberestates__f_c_owen_65_londonwall_e_c,Strathisla (Perak Rubber Estates),F. C. Owen,"65, London Wall, E.C","65, London Wall, E.C."
strathisla_perakrubberestates__f_c_owen_65_londonwall_e_c_,Strathisla (Perak Rubber Estates),F. C. Owen,"65, London Wall, E.C.","65, London Wall, E.C."
strathisla_perakrubberestates_ltd___w_t_wood_65_londonwall_e_c_,"Strathisla (Perak Rubber Estates, Ltd.)",W. T. Wood,"65, London Wall, E.C.","65, London Wall, E.C."
strathmorerubbercompany_j_a_pattullo_46_charlottesquare_edinburgh,Strathmore Rubber Company,J. A. Pattullo,"46, Charlotte Square, Edinburgh","46, Charlotte Square, Edinburgh"
strathmorerubbercompany_j_a_pattullo_8_hillstreet_edinburgh,Strathmore Rubber Company,J. A. Pattullo,"8, Hill Street, Edinburgh","8, Hill Street, Edinburgh"
strathmorerubbercompany_limited_j_a_pattullo_8_hillstreet_edinburgh,"Strathmore Rubber Company, Limited",J. A. Pattullo,"8, Hill Street, Edinburgh","8, Hill Street, Edinburgh"
strathmorerubbercompany_limited_j_a_pattullo_8hillstreet_edinburgh,"Strathmore Rubber Company, Limited",J. A. Pattullo,"8 Hill Street, Edinburgh","8, Hill Street, Edinburgh"
strathmorerubbercompany_ltd__j_a_pattullo_8_hillstreet_edinburgh,"Strathmore Rubber Company, Ltd.",J. A. Pattullo,"8, Hill Street, Edinburgh","8, Hill Street, Edinburgh"
suddiaroadteacompany_limited_r_g_shaw_co__winchesterhouse_e_c_,"Suddia Road Tea Company, Limited",R. G. Shaw & Co.,"Winchester House, E.C.","Winchester House, Old Broad Street, E.C."
sumatra_delirubberestates_limited____,"Sumatra-Deli Rubber Estates, Limited",-,-,""
sumatra_delirubberestates_limited_h_j_hardy_13_st_helensplace_e_c_,"Sumatra-Deli Rubber Estates, Limited",H. J. Hardy,"13, St. Helens Place, E.C.","13, St. Helen's Place, E.C."
sumatra_delirubberestates_limited_h_j_hardy_1_st_maryaxe_e_c_,"Sumatra-Deli Rubber Estates, Limited",H. J. Hardy,"1, St. Mary Axe, E.C.","1, St. Mary Axe, E.C."
sumatra_delirubberestates_limited_t_p_banson_13_st_helensplace_e_c_,"Sumatra-Deli Rubber Estates, Limited",T. P. Banson,"13, St. Helens Place, E.C.","13, St. Helen's Place, E.C."
sumatraconsolidatedrubberestates_limited_m_p_evansandco__30_mincinglane_e_c_,"Sumatra Consolidated Rubber Estates, Limited",M. P. Evans and Co.,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
sumatraconsolidatedrubberestates_ltd__m_p_evansandco__30_mincinglane_e_c_,"Sumatra Consolidated Rubber Estates, Ltd.",M. P. Evans and Co.,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
sumatraconsolidatedrubberestates_m_p_evansandco_30_mincinglane_e_c,Sumatra Consolidated Rubber Estates,M. P. Evans and Co,"30, Mincing Lane, E.C","30, Mincing Lane, E.C."
sumatraconsolidatedrubberestates_m_p_evansandco__30_mincinglane_e_c_,Sumatra Consolidated Rubber Estates,M. P. Evans and Co.,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
sumatrapararubberplantations_limited_p__e_hervey_30_mincinglane_e_c_,"Sumatra Para Rubber Plantations, Limited",P.-E. Hervey,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
sumatrapararubberplantations_limited_p_e_hervey_30_mincinglane_e_c_,"Sumatra Para Rubber Plantations, Limited",P. E. Hervey,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
sumatrapararubberplantations_limited_p_p_hervey_30_mincinglane_e_c_,"Sumatra Para Rubber Plantations, Limited",P. P. Hervey,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
sumatrapararubberplantations_ltd__p_e_hervey_30_mincinglane_e_c_,"Sumatra Para Rubber Plantations, Ltd.",P. E. Hervey,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
sumatrapararubberplantations_p_e_hervey_30_mincinglane_e_c,Sumatra Para Rubber Plantations,P. E. Hervey,"30, Mincing Lane, E.C","30, Mincing Lane, E.C."
sumatrapararubberplantations_p_e_hervey_30_mincinglane_e_c_,Sumatra Para Rubber Plantations,P. E. Hervey,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
sumatrapararubberplantations_w_e_crane_30_mincinglane_e_c_,Sumatra Para Rubber Plantations,W. E. Crane,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
sumatraplantingsyndicate_rubberestateagency_59_eastcheap_e_c_,Sumatra Planting Syndicate,Rubber Estate Agency,"59, Eastcheap, E.C.","59, Eastcheap, E.C."
sumatraplantingsyndicate_rubberestateagency_mincinglanehouse_59_eastcheap_e_c_,Sumatra Planting Syndicate,Rubber Estate Agency,"Mincing Lane House,59, Eastcheap, E.C.","Mincing Lane House, 59, Eastcheap, E.C."
sumatraproprietaryrubberplantations_limited_m_p_evansandco__30_mincinglane_e_c_,"Sumatra Proprietary Rubber Plantations, Limited",M. P. Evans and Co.,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
sumatraproprietaryrubberplantations_ltd__m_p_evansandco__30_mincinglane_e_c_,"Sumatra Proprietary Rubber Plantations, Ltd.",M. P. Evans and Co.,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
sumatraproprietaryrubberplantations_m_p_evansandco_30_mincinglane_e_c,Sumatra Proprietary Rubber Plantations,M. P. Evans and Co,"30, Mincing Lane, E.C","30, Mincing Lane, E.C."
sumatraproprietaryrubberplantations_m_p_evansandco__30_mincinglane_e_c_,Sumatra Proprietary Rubber Plantations,M. P. Evans and Co.,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
sumatraproretaryrubberplantations_m_p_evansandco__30_mincinglane_e_c_,Sumatra Proretary Rubber Plantations,M. P. Evans and Co.,"30, Mincing Lane, E.C.","30, Mincing Lane, E.C."
sumtravalleestates_colombocommercialcompany_thameshouse_queenstreetplace_e_c_,Sumtravalle Estates,Colombo Commercial Company,"Thames House, Queen Street Place, E.C.","Thames House, Queen Street Place, E.C."
sumtravalleestates_j_a_roberts_thameshouse_queenstreetplace_e_c_,Sumtravalle Estates,J. A. Roberts,"Thames House, Queen Street Place, E.C.","Thames House, Queen Street Place, E.C."
sungebahrrubberestates_ltd__w_a_lack_59_eastcheap_e_c_,"Sunge Bahr Rubber Estates, Ltd.",W. A. Lack,"59, Eastcheap, E.C.","59, Eastcheap, E.C."
sungebahrrubberestates_w_a_lack_mincinglanehouse_59_eastcheap_e_c_,Sunge Bahr Rubber Estates,W. A. Lack,"Mincing Lane House, 59, Eastcheap, E.C.","Mincing Lane House, 59, Eastcheap, E.C."
sungebahrrubberestates_w_a_lack_mincinglanehouse_59eastcheap_e_c_,Sunge Bahr Rubber Estates,W. A. Lack,"Mincing Lane House, 59 Eastcheap, E.C.","Mincing Lane House, 59, Eastcheap, E.C."
sungebahrurubberestates_w_a_lack_mincinglanehouse_59_eastcheap_e_c_,Sunge Bahru Rubber Estates,W. A. Lack,"Mincing Lane House, 59, Eastcheap, E.C.","Mincing Lane House, 59, Eastcheap, E.C."
sungebatu_malaya_rubberestates_edwardbousteadandco__149_leadenhallstreet_e_c_,Sunge Batu (Malaya) Rubber Estates,Edward Boustead and Co.,"149, Leadenhall Street, E.C.","149, Leadenhall Street, E.C."
sungebuaya_sumatrarubbercompany__guthrieandco__5_whittingtonavenue_e_c,Sunge Buaya (Sumatra Rubber Company),Guthrie and Co.,"5, Whittington Avenue, E.C","5, Whittington Avenue, E.C."
sungebuaya_sumatrarubbercompany_ltd___guthrieandco__5_whittingtonavenue_e_c_,"Sunge Buaya (Sumatra Rubber Company, Ltd.)",Guthrie and Co.,"5, Whittington Avenue, E.C.","5, Whittington Avenue, E.C."
sungebulohrubbercompany_e_g_rock_17_st_helen_splace_e_c,Sunge Buloh Rubber Company,E. G. Rock,"17, St. Helen's Place, E.C","17, St. Helen's Place, E.C."
sungechohrubberestatecompany_ltd__t_a_williams_oceanhouse_24_5_greattowerstreete_c_,"Sunge Choh Rubber Estate Company, Ltd.",T. A. Williams,"Ocean House, 24-5, Great Tower Street E.C.","Ocean House, 24-25, Great Tower Street, E.C."
sungechohrubberestatecompany_thomson_alstonandco__oceanhouse_24_5greattowerst__e_c_,Sunge Choh Rubber Estate Company,"Thomson, Alston and Co.","Ocean House, 24-5 Great Tower St., E.C.","Ocean House, 24-25, Great Tower Street, E.C."
sungedangar_malay_rubbercompany_f_w_hunnbun_pinnershall_austinfriars_e_c,Sunge Dangar (Malay) Rubber Company,F. W. Hunnbun,"Pinners Hall, Austin Friars, E.C","Pinners Hall, Austin Friars, E.C."
sungedangar_malay_rubbercompany_ltd__f_w_hunnybun_pinnershall_austinfriars_e_c_,"Sunge Dangar (Malay) Rubber Company, Ltd.",F. W. Hunnybun,"Pinners Hall, Austin Friars, E.C.","Pinners Hall, Austin Friars, E.C."
sungeibahrrubberestates_w_a_lack_mincinglanehouse_59_eastcheap_e_c,Sungei Bahr Rubber Estates,W. A. Lack,"Mincing Lane House, 59, Eastcheap, E.C","Mincing Lane House, 59, Eastcheap, E.C."
sungeibahrurubberestates_limited_w_a_lack_mincinglanehouse_59_eastcheap_e_c_,"Sungei Bahru Rubber Estates, Limited",W. A. Lack,"Mincing Lane House, 59, Eastcheap, E.C.","Mincing Lane House, 59, Eastcheap, E.C."
sungeibahrurubberestates_w_a_lack_59_eastcheap_e_c_,Sungei Bahru Rubber Estates,W. A. Lack,"59, Eastcheap, E.C.","59, Eastcheap, E.C."
sungeibahrurubberestates_w_a_lack_mincinglanehouse_59_eastcheap_e_c_,Sungei Bahru Rubber Estates,W. A. Lack,"Mincing Lane House, 59, Eastcheap, E.C.","Mincing Lane House, 59, Eastcheap, E.C."
sungeibat_malaya_rubberestates_edwardbousteadandco__149_leadenhallstreet_e_c_,Sungei Bat (Malaya) Rubber Estates,Edward Boustead and Co.,"149, Leadenhall Street, E.C.","149, Leadenhall Street, E.C."
sungeibatu_malaya_rubberestates_edwardbousteadandco__149_leadenhallstreet_e_c_,Sungei Batu (Malaya) Rubber Estates,Edward Boustead and Co.,"149, Leadenhall Street, E.C.","149, Leadenhall Street, E.C."
sungeibatu_malaya_rubberestates_edwardbousteadandco__3_lloydsavenue_e_c_,Sungei Batu (Malaya) Rubber Estates,Edward Boustead and Co.,"3, Lloyds Avenue, E.C.","3, Lloyds Avenue, E.C."
sungeibatu_malaya_rubberestates_edwardbousted_co__149_leadenhallstreet_e_c_,Sungei Batu (Malaya) Rubber Estates,Edward Bousted & Co.,"149, Leadenhall Street, E.C.","149, Leadenhall Street, E.C."
sungeibatu_malaya_rubberestates_edwardboustedandco__149_leadenhallstreet_e_c_,Sungei Batu (Malaya) Rubber Estates,Edward Bousted and Co.,"149, Leadenhall Street, E.C.","149, Leadenhall Street, E.C."
sungeibuaya_sumatra_rubber_guthrieandco__5_whittingtonavenue_e_c_,Sungei Buaya (Sumatra) Rubber,Guthrie and Co.,"5, Whittington Avenue, E.C.","5, Whittington Avenue, E.C."
sungeibuaya_sumatra_rubbercompany_guthrieandco__5_whittingtonavenue_e_c_,Sungei Buaya (Sumatra) Rubber Company,Guthrie and Co.,"5, Whittington Avenue, E.C.","5, Whittington Avenue, E.C."
sungeibuaya_sumatra_rubbercompany_limited_guthrieandco__5_whittingtonavenue_e_c_,"Sungei Buaya (Sumatra) Rubber Company, Limited",Guthrie and Co.,"5, Whittington Avenue, E.C.","5, Whittington Avenue, E.C."
sungeibuaya_sumatrarubbercompany_guthrieandco__5_whittingtonavenue_e_c_,Sungei Buaya (Sumatra Rubber Company,Guthrie and Co.,"5, Whittington Avenue, E.C.","5, Whittington Avenue, E.C."
sungeibulohrubbercompany_e_g_rock_17_st_helen_splace_e_c_,Sungei Buloh Rubber Company,E. G. Rock,"17, St. Helen's Place, E.C.","17, St. Helen's Place, E.C."
sungeibulohrubbercompany_e_g_rock_17_st_helensplace_e_c_,Sungei Buloh Rubber Company,E. G. Rock,"17, St. Helens Place, E.C.","17, St. Helen's Place, E.C."
sungeibulohrubbercompany_g_r_davey_17_st_helensplace_e_c_,Sungei Buloh Rubber Company,G. R. Davey,"17, St. Helens Place, E.C.","17, St. Helen's Place, E.C."
sungeibulohrubbercompany_limited_e_g_rock_1_greatwinchesterstreet_e_c_,"Sungei Buloh Rubber Company, Limited",E. G. Rock,"1, Great Winchester Street, E.C.","1, Great Winchester Street, E.C."
sungeibulohrubbercompany_ltd__e_g_rock_1_greatwinchesterstreet_e_c_,"Sungei Buloh Rubber Company, Ltd.",E. G. Rock,"1, Great Winchester Street, E.C.","1, Great Winchester Street, E.C."
sungeichinohrubbercompany_f_e_w_festing_29_mincinglane_e_c_,Sungei Chinoh Rubber Company,F. E. W. Festing,"29, Mincing Lane, E.C.","29, Mincing Lane, E.C."
sungeichinohrubbercompany_walterduncanandco__149_leadenhallstreet_e_c_,Sungei Chinoh Rubber Company,Walter Duncan and Co.,"149, Leadenhall Street, E.C.","149, Leadenhall Street, E.C."
sungeichinorubbercompany_walterduncanandco__149_leadenhallstreet_e_c_,Sungei Chino Rubber Company,Walter Duncan and Co.,"149, Leadenhall Street, E.C.","149, Leadenhall Street, E.C."
sungeichinrubbercompany_walterduncanandco__149_leadenhallstreete_c_,Sungei Chin Rubber Company,Walter Duncan and Co.,"149, Leadenhall Street E.C.","149, Leadenhall Street, E.C."
sungeichohrubbercompany_thomson_alstonandco__2_4_idollane_e_c_,Sungei Choh Rubber Company,"Thomson, Alston and Co.","2-4, Idol Lane, E.C.","2-4, Idol Lane, E.C."
sungeichohrubberestate_thomson_alstonandco__2_4_idollane_e_c_,Sungei Choh Rubber Estate,"Thomson, Alston and Co.","2-4, Idol Lane, E.C.","2-4, Idol Lane, E.C."
sungeichohrubberestate_thomson_alstonandco__oceanhouse_2_4_idollane_e_c_,Sungei Choh Rubber Estate,"Thomson, Alston and Co.","Ocean House, 2-4, Idol Lane, E.C.","Ocean House, 2-4, Idol Lane, E.C."
sungeichohrubberestatecompany_limited_t_a_williams_243_greattowerstreet_e_c_,"Sungei Choh Rubber Estate Company, Limited",T. A. Williams,"243, Great Tower Street, E.C.","24-25, Great Tower Street, E.C."
sungeichohrubberestatecompany_limited_t_a_williams_24_5_greattowerstreet_e_c_,"Sungei Choh Rubber Estate Company, Limited",T. A. Williams,"24-5, Great Tower Street, E.C.","24-25, Great Tower Street, E.C."
sungeichohrubberestatecompany_t_a_williams_24_5_greattowerstreet_e_c_,Sungei Choh Rubber Estate Company,T. A. Williams,"24-5, Great Tower Street, E.C.","24-25, Great Tower Street, E.C."
sungeichohrubberestatecompany_thomson_alstonandco__24_5_greattowerstreet_e_c_,Sungei Choh Rubber Estate Company,"Thomson, Alston and Co.","24-5, Great Tower Street, E.C.","24-25, Great Tower Street, E.C."
sungeichohrubberestatecompany_thomson_alstonandco__2_4_idollane_e_c_,Sungei Choh Rubber Estate Company,"Thomson, Alston and Co.","2-4, Idol Lane, E.C.","2-4, Idol Lane, E.C."
sungeidangar_malay_rubbercompany_f_w_hunnybun_pinnershall_8_9_austinfriars_e_c_,Sungei Dangar (Malay) Rubber Company,F. W. Hunnybun,"Pinners Hall, 8-9, Austin Friars, E.C.","Pinners Hall, 8-9, Austin Friars, E.C."
sungeidangar_malay_rubbercompany_harrisonsandcrosfied_1_4_greattowerstreet_e_c_,Sungei Dangar (Malay) Rubber Company,Harrisons and Crosfied,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
sungeidangar_malay_rubbercompany_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Sungei Dangar (Malay) Rubber Company,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
sungeidangarrubbercompany_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Sungei Dangar Rubber Company,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
sungeidargar_malay_rubbercompany_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Sungei Dargar (Malay) Rubber Company,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
sungeikaparrubbercompany_limited_moncreiffandhorsbrugh_45_castlestreet_edinburgh,"Sungei Kapar Rubber Company, Limited",Moncreiff and Horsbrugh,"45, Castle Street, Edinburgh","45, Castle Street, Edinburgh"
