london_company_id,company_name,secretary,office,london_address_cleaned
bukitnilairubberestate_plantersstoresandagencyco__17_st_helensplace_e_c_,Bukit Nilai Rubber Estate,Planters Stores and Agency Co.,"17, St. Helens Place, E.C.","17, St. Helen's Place, E.C."
bukitnilarubberestate_plantersstoresandagency_17_st_helensplace_e_c_,Bukit Nila Rubber Estate,Planters Stores and Agency,"17, St. Helens Place, E.C.","17, St. Helen's Place, E.C."
bukitpanjong_taylor_nobleandco__107_fenchurchstreet_e_c_,Bukit Panjong,"Taylor, Noble and Co.","107, Fenchurch Street, E.C.","107, Fenchurch Street, E.C."
bukitpanjong_taylor_nobleandco__125_highholborn_w_c_,Bukit Panjong,"Taylor, Noble and Co.","125, High Holborn, W.C.","125, High Holborn, W.C."
bukitpanjongsyndicate_limited_taylor_nobleandco__107_fenchurchstreet_e_c_,"Bukit Panjong Syndicate, Limited","Taylor, Noble and Co.","107, Fenchurch Street, E.C.","107, Fenchurch Street, E.C."
bukitpanjongsyndicate_ltd__taylor_nobleandco__107_fenchurchstreete_c_,"Bukit Panjong Syndicate, Ltd.","Taylor, Noble and Co.","107, Fenchurch Street E.C.","107, Fenchurch Street, E.C."
bukitpanjongsyndicate_ltd_taylor_nobleandco__107_fenchurchstreet_e_c_,"Bukit Panjong Syndicate, Ltd","Taylor, Noble and Co.","107, Fenchurch Street, E.C.","107, Fenchurch Street, E.C."
bukitpanjongsyndicate_taylor_nobleandco__101_leadenhallstreet_e_c_,Bukit Panjong Syndicate,"Taylor, Noble and Co.","101, Leadenhall Street, E.C.","101, Leadenhall Street, E.C."
bukitpanjongsyndicate_taylor_nobleandco__107_fenchurchstreet_e_c_,Bukit Panjong Syndicate,"Taylor, Noble and Co.","107, Fenchurch Street, E.C.","107, Fenchurch Street, E.C."
bukitpanjongsyndicate_taylor_nobleandco__107_fenchurchstreete_c_,Bukit Panjong Syndicate,"Taylor, Noble and Co.","107, Fenchurch Street E.C.","107, Fenchurch Street, E.C."
bukitrajahrubberco__ltd_g_f_woods_20_eastcheap_e_c_,"Bukit Rajah Rubber Co., Ltd",G. F. Woods,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
bukitrajahrubbercompany_g_f_woods_20_eastcheap_e_c_,Bukit Rajah Rubber Company,G. F. Woods,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
bukitrajahrubbercompany_limited_g_f_woods_20_eastcheap_e_c_,"Bukit Rajah Rubber Company, Limited",G. F. Woods,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
bukitrajarubbercompany_g_f_woods_20_eastcheap_e_c_,Bukit Raja Rubber Company,G. F. Woods,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
bukitrajarubbercompany_ltd__g_f_woods_20_eastcheap_e_c_,"Bukit Raja Rubber Company, Ltd.",G. F. Woods,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
bukitselangorrubberestates_1920__bousteadbrothers_5_fenchurchstreet_e_c_,Bukit Selangor Rubber Estates (1920),Boustead Brothers,"5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
bukitselangorrubberestates_bousteadbrothers_5_fenchurchstreet_e_c_,Bukit Selangor Rubber Estates,Boustead Brothers,"5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
bukitselangorrubberestates_boustedbrothers_5_fenchurchstreet_e_c_,Bukit Selangor Rubber Estates,Bousted Brothers,"5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
bukitselangorrubberestates_ltd__bousteadbrothers_5_fenchurchstreet_e_c_,"Bukit Selangor Rubber Estates, Ltd.",Boustead Brothers,"5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
bukitselangorrubberestates_ltd_bousteadbrothers_5_fenchurchstreet_e_c_,"Bukit Selangor Rubber Estates, Ltd",Boustead Brothers,"5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
bukitsembawangrubbercompany_britishnorthborneorubbertrust_104_winchesterhouse_e_c_,Bukit Sembawang Rubber Company,British North Borneo Rubber Trust,"104, Winchester House, E.C.","104, Winchester House, E.C."
bukitsembawangrubbercompany_ltd__britishnorthborneorubbertrust_ltd__104_winchesterhouse_e_c_,"Bukit Sembawang Rubber Company, Ltd.","British North Borneo Rubber Trust, Ltd.","104, Winchester House, E.C.","104, Winchester House, E.C."
bukittambuncoconutcompany_e_f_robson_65_bishopsgate_e_c_,Bukit Tambun Coconut Company,E. F. Robson,"65, Bishopsgate, E.C.","65, Bishopsgate, E.C."
bukittambuncoconutcompany_ltd__rubberandgeneraltrustco__pinnershall_austinfriars_e_c_,"Bukit Tambun Coconut Company, Ltd.",Rubber and General Trust Co.,"Pinners Hall, Austin Friars, E.C.","Pinners Hall, Austin Friars, E.C."
bukittambuncoconutcompany_rubberandgeneraltrust_pinnershall_austinfriars_e_c_,Bukit Tambun Coconut Company,Rubber and General Trust,"Pinners Hall, Austin Friars, E.C.","Pinners Hall, Austin Friars, E.C."
bukittambuncoconutcompany_rubberandgeneraltrustco__65_bishopsgate_e_c_,Bukit Tambun Coconut Company,Rubber and General Trust Co.,"65, Bishopsgate, E.C.","65, Bishopsgate, E.C."
bukittambunestates_beforewasbukittambuncoconutcompany__e_f_robson_65_bishopsgate_e_c_,Bukit Tambun Estates (Before was Bukit Tambun Coconut Company ),E. F. Robson,"65, Bishopsgate, E.C.","65, Bishopsgate, E.C."
bukittambunestates_e_f_robson_65_bishopsgate_e_c_,Bukit Tambun Estates,E. F. Robson,"65, Bishopsgate, E.C.","65, Bishopsgate, E.C."
bulohakarrubberestates_g_o_parsons_25_abchurchlane_e_c_,Buloh Akar Rubber Estates,G. O. Parsons,"25, Abchurch Lane, E.C.","25, Abchurch Lane, E.C."
bulohakarrubberestates_n_a_n_a,Buloh Akar Rubber Estates,N/A,N/A,""
bulongrubberestate_paterson_simonsandco__londonhouse_newlondonst_e_c_,Bulong Rubber Estate,"Paterson, Simons and Co.","London House, New London St, E.C.","London House, New London Street, E.C."
burnsideteaco_ofceylon_ltd_lyall_andersonandco__16_philpotlane_e_c_,"Burnside Tea Co. of Ceylon, Ltd","Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
burnsideteacompanyofceylon_limited_lyall_andersonandco__16_philpotlane_e_c_,"Burnside Tea Company of Ceylon, Limited","Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
burnsideteacompanyofceylon_liquidator_robertstewart_16_philpotlane_e_c_,Burnside Tea Company of Ceylon,Liquidator: Robert Stewart,"16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
burnsideteacompanyofceylon_ltd__lyall_andersonandco__16_philpotlane_e_c_,"Burnside Tea Company of Ceylon, Ltd.","Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
burnsideteacompanyofceylon_lyall_andersonandco__16_philpotlane_e_c_,Burnside Tea Company of Ceylon,"Lyall, Anderson and Co.","16, Philpot Lane, E.C.","16, Philpot Lane, E.C."
burnsideteacompanyofceylon_lyall_andersonandco__16_philpotlane_e_c_s,Burnside Tea Company of Ceylon,"Lyall, Anderson and Co.","16, Philpot Lane, E.C. S","16, Philpot Lane, E.C."
buxadooarsteacompany_r_g_shawandco__winchesterhouse_oldbroadstreet,Buxa Dooars Tea Company,R. G. Shaw and Co.,"Winchester House, Old Broad Street","Winchester House, Old Broad Street, E.C."
buxadooarsteacompany_r_g_shawandco__winchesterhouse_oldbroadstreet_e_c_,Buxa Dooars Tea Company,R. G. Shaw and Co.,"Winchester House, Old Broad Street, E.C.","Winchester House, Old Broad Street, E.C."
buxadooarsteacompany_r_g_shawandco__winchesterhouse_oldbroadstreete_c_,Buxa Dooars Tea Company,R. G. Shaw and Co.,"Winchester House, Old Broad Street E.C.","Winchester House, Old Broad Street, E.C."
buxadorsteacompany_r_g_shawandco_winchesterhouse_oldbroadstreete_c_,Buxa Dors Tea Company,R. G. Shaw and Co,"Winchester House, Old Broad Street E.C.","Winchester House, Old Broad Street, E.C."
caamafiotenguelestate_kilburn_brownandco__orienthouse_newbroadstreete_c_,Caamafio Tenguel Estate,"Kilburn, Brown and Co.","Orient House, New Broad Street E.C.","Orient House, New Broad Street, E.C."
caamanotenguelestate_kilburn_brown_orienthouse_newbroadst_e_c_,Caamano Tenguel Estate,"Kilburn, Brown","Orient House, New Broad St. E.C.","Orient House, New Broad Street, E.C."
caamanotenguelestate_kilburn_brownandco__orienthouse_newbroadstreet_e_c_,Caamano Tenguel Estate,"Kilburn, Brown and Co.","Orient House, New Broad Street, E.C.","Orient House, New Broad Street, E.C."
cacharanddooarsteacompany_t_hoare_3_lombardstreet_e_c_,Cachar and Dooars Tea Company,T. Hoare,"3, Lombard Street, E.C.","3, Lombard Street, E.C."
cacharanddooarsteacompany_t_hoare_3_lombardstreet_e_c_3,Cachar and Dooars Tea Company,T. Hoare,"3, Lombard Street, E.C. 3","3, Lombard Street, E.C.3"
cacharanddooarsteacompany_w_h_dean_3_lombardstreet_e_c_,Cachar and Dooars Tea Company,W. H. Dean,"3, Lombard Street, E.C.","3, Lombard Street, E.C."
cacharanddooarsteacompany_w_h_dean_3_lombardstreete_c_,Cachar and Dooars Tea Company,W. H. Dean,"3, Lombard Street E.C.","3, Lombard Street, E.C."
cairo_malay_rubbersyndicate_gibsonharris_gardinerandco__palmerstonhouse_oldbroadstreete_c_,Cairo (Malay) Rubber Syndicate,"Gibson Harris, Gardiner and Co.","Palmerston House, Old Broad Street E.C.","Palmerston House, Old Broad Street, E.C."
cairo_malay_rubbersyndicate_russell_harris_gardinerandco__palmerstonhouse_oldbroadstreet_e_c_,Cairo (Malay) Rubber Syndicate,"Russell, Harris, Gardiner and Co.","Palmerston House, Old Broad Street, E.C.","Palmerston House, Old Broad Street, E.C."
cairo_malay_rubbersyndicate_russell_harrisandco__palmerstonhouse_oldbroadstreet_e_c_,Cairo (Malay) Rubber Syndicate,"Russell, Harris and Co.","Palmerston House, Old Broad Street, E.C.","Palmerston House, Old Broad Street, E.C."
caledonian_ceylon_tea_rubberestates_f_e_bennett_57_bishopsgate_e_c_,Caledonian (Ceylon) Tea & Rubber Estates,F. E. Bennett,"57, Bishopsgate, E.C.","57, Bishopsgate, E.C."
caledonian_ceylon_teaandrubberestates_cullodenconsolidatedco__winchesterhouse_e_c_,Caledonian (Ceylon) Tea and Rubber Estates,Culloden Consolidated Co.,"Winchester House, E.C.","Winchester House, Old Broad Street, E.C."
caledonian_ceylon_teaandrubberestates_cullodenconsolidatedco__winchesterhouse_e_c_2,Caledonian (Ceylon) Tea and Rubber Estates,Culloden Consolidated Co.,"Winchester House, E.C. 2","Winchester House, Old Broad Street, E.C.2"
caledonian_ceylon_teaandrubberestates_f_d_lyell_54_oldbroadstreet_e_c_,Caledonian (Ceylon) Tea and Rubber Estates,F. D. Lyell,"54, Old Broad Street, E.C.","54, Old Broad Street, E.C."
caledonian_ceylon_teaandrubberestates_f_e_bennett_57_bishopsgate_e_c_,Caledonian (Ceylon) Tea and Rubber Estates,F. E. Bennett,"57, Bishopsgate, E.C.","57, Bishopsgate, E.C."
caledonian_ceylon_teaandrubberestates_ltd__f_d_lyell_54_oldbroadstreet_e_c_,"Caledonian (Ceylon) Tea and Rubber Estates, Ltd.",F. D. Lyell,"54, Old Broad Street, E.C.","54, Old Broad Street, E.C."
caledonian_ceylon_teaandrubberestates_ltd_f_d_lyell_54_oldbroadstreet_e_c_,"Caledonian (Ceylon) Tea and Rubber Estates, Ltd",F. D. Lyell,"54, Old Broad Street, E.C.","54, Old Broad Street, E.C."
caledonian_ceylon_teaandrubberestates_rosehaughcompany_4_buckinghamgate_s_w_,Caledonian (Ceylon) Tea and Rubber Estates,Rosehaugh Company,"4, Buckingham Gate, S.W.","4, Buckingham Gate, S.W."
caledonian_ceylon_teaestate_limited_f_d_lyell_54_oldbroadstreet_e_c_,"Caledonian (Ceylon) Tea Estate, Limited",F. D. Lyell,"54, Old Broad Street, E.C.","54, Old Broad Street, E.C."
caledonian_ceylon_teaestates_h_f_stanley_54_oldbroadstreet_e_c_,Caledonian(Ceylon) Tea Estates,H. F. Stanley,"54, Old Broad Street, E.C.","54, Old Broad Street, E.C."
caledonian_ceylon_teaestates_limited_h_f_stanley_54_oldbroadstreet_e_c_,"Caledonian (Ceylon) Tea Estates, Limited",H. F. Stanley,"54, Old Broad Street, E.C.","54, Old Broad Street, E.C."
caledonian_selangor_rubbercompany_dickson_andersonandco__20_abchurchlane_e_c_,Caledonian (Selangor) Rubber Company,"Dickson, Anderson and Co.","20, Abchurch Lane, E.C.","20, Abchurch Lane, E.C."
caledonian_selangor_rubbercompany_dicksonandco__20_abchurchlane_e_c_,Caledonian (Selangor) Rubber Company,Dickson and Co.,"20, Abchurch Lane, E.C.","20, Abchurch Lane, E.C."
caledonian_selangor_rubbercompany_namechangedfromcaledonianrubberestatesofmalay__dicksonandco__20_abchurchlane_e_c_,Caledonian (Selangor) Rubber Company (name changed from Caledonian Rubber Estates of Malay),Dickson and Co.,"20, Abchurch Lane, E.C.","20, Abchurch Lane, E.C."
caledonian_selangorrubbercompany__dicksonandco__20_abchurchlane_e_c_a,Caledonian (Selangor Rubber Company),Dickson and Co.,"20, Abchurch Lane, E.C. A","20, Abchurch Lane, E.C."
caledonianrubberestatesofmalay_dicksonandco__20_abchurchlane_e_c_,Caledonian Rubber Estates of Malay,Dickson and Co.,"20, Abchurch Lane, E.C.","20, Abchurch Lane, E.C."
careyunitedrubberestates_limited_macdonald_stewartandstewart_102_hopestreet_glasgow,"Carey United Rubber Estates, Limited","Macdonald, Stewart and Stewart","102, Hope Street, Glasgow","102, Hope Street, Glasgow"
careyunitedrubberestates_ltd__macdonald_stewartandstewart_102_hopestreet_glasgow,"Carey United Rubber Estates, Ltd.","Macdonald, Stewart and Stewart","102, Hope Street, Glasgow","102, Hope Street, Glasgow"
careyunitedrubberestates_ltd_macdonald_stewartandstewart_102_hopestreet_glasgow,"Carey United Rubber Estates, Ltd","Macdonald, Stewart and Stewart","102, Hope Street, Glasgow","102, Hope Street, Glasgow"
careyunitedrubberestates_macdonald_stewart_andstewart_102_hopestreet_glasgow,Carey United Rubber Estates,"Macdonald, Stewart, and Stewart","102, Hope Street, Glasgow","102, Hope Street, Glasgow"
careyunitedrubberestates_macdonald_stewartandstewart_102_hopestreet_glasgow,Carey United Rubber Estates,"Macdonald, Stewart and Stewart","102, Hope Street, Glasgow","102, Hope Street, Glasgow"
careyunitedrubberestates_n_a_n_a,Carey United Rubber Estates,N/A,N/A,""
carnarvon_selangor_rubbercompany_plantersstoresandagency_17_st_helensplace_e_c_,Carnarvon (Selangor) Rubber Company,Planters Stores and Agency,"17, St. Helens Place, E.C.","17, St. Helen's Place, E.C."
carnarvon_selangor_rubbercompany_plantersstoresandagencyco__17_st_helen_splace_e_c_,Carnarvon (Selangor) Rubber Company,Planters Stores and Agency Co.,"17, St. Helen's Place, E.C.","17, St. Helen's Place, E.C."
carnarvon_selangor_rubbercompany_plantersstoresandagencyco__17_st_helensplace_e_c_,Carnarvon (Selangor) Rubber Company,Planters Stores and Agency Co.,"17, St. Helens Place, E.C.","17, St. Helen's Place, E.C."
carolinateacompanyofceylon_f_w_hartnup_122_cannonstreet_e_c_,Carolina Tea Company of Ceylon,F. W. Hartnup,"122, Cannon Street, E.C.","122, Cannon Street, E.C."
carolinateacompanyofceylon_limited_s_h_smith_92_cannonstreet_e_c_,"Carolina Tea Company of Ceylon, Limited",S. H. Smith,"92, Cannon Street, E.C.","92, Cannon Street, E.C."
carolinateacompanyofceylon_ltd__f_w_hartnup_122_cannonstreet_e_c_,"Carolina Tea Company of Ceylon, Ltd.",F. W. Hartnup,"122, Cannon Street, E.C.","122, Cannon Street, E.C."
carolinateacompanyofceylon_ltd_f_w_hartnup_122_cannonstreet_e_c_,"Carolina Tea Company of Ceylon, Ltd",F. W. Hartnup,"122, Cannon Street, E.C.","122, Cannon Street, E.C."
carolinateacompanyofceylon_s_h_smith_92_cannonstreet_e_c_,Carolina Tea Company of Ceylon,S. H. Smith,"92, Cannon Street, E.C.","92, Cannon Street, E.C."
carolinteacompanyofceylon_f_w_hart_122_cannonstreet_e_c_,Carolin Tea Company of Ceylon,F. W. Hart,"122, Cannon Street, E.C.","122, Cannon Street, E.C."
carollinateacompanyofceylon_f_w_hart_122_cannonstreet_e_c_,Carollina Tea Company of Ceylon,F. W. Hart,"122, Cannon Street, E.C.","122, Cannon Street, E.C."
carollinateacompanyofceylon_f_w_hartup_122_cannonstreet_e_c_,Carollina Tea Company of Ceylon,F. W. Hartup,"122, Cannon Street, E.C.","122, Cannon Street, E.C."
carrotina_malay_rubberestatesyndicate_plantersstoresandagencyco__17_st_helensplace_e_c_,Carrotina (Malay) Rubber Estate Syndicate,Planters Stores and Agency Co.,"17, St. Helens Place, E.C.","17, St. Helen's Place, E.C."
carrottina_malay_rubberestatesyndicate_n_a_n_a,Carrottina (Malay) Rubber Estate Syndicate,N/A,N/A,""
castaraestates_ltd__j_r_hammond_7_unioncourt_oldbroadstreet_e_c_,"Castara Estates, Ltd.",J. R. Hammond,"7, Union Court, Old Broad Street, E.C.","7, Union Court, Old Broad Street, E.C."
castiefeld_klang_rubberestate_limited_g_murby_protem__4_corbetcourt_gracechurchstreet_e_c_,"Castiefeld (Klang) Rubber Estate, Limited",G. Murby (pro tem),"4, Corbet Court, Gracechurch Street, E.C.","4, Corbet Court, Gracechurch Street, E.C."
castifield_klangrubberestate__ltd_g_mury_4_corbetcourt_gracechurchstreet_e_c_,"Castifield (Klang Rubber Estate), Ltd",G. Mury,"4, Corbet Court, Gracechurch Street, E.C.","4, Corbet Court, Gracechurch Street, E.C."
castledeld_kang_rubberestate_brightandgalbraith_7_martinslane_cannonstreet_e_c_,Castledeld (Kang) Rubber Estate,Bright and Galbraith,"7, Martins Lane, Cannon Street, E.C.","7, Martin Lane, Cannon Street, E.C."
castlefield_kang_rubberestate_brightandgalbraith_7_martinslane_cannonstreet_e_c_,Castlefield (Kang) Rubber Estate,Bright and Galbraith,"7, Martins Lane, Cannon Street, E.C.","7, Martin Lane, Cannon Street, E.C."
castlefield_kang_rubberestate_brightandgalbraith_limited_7_martinslane_cannonstreet_e_c_,Castlefield (Kang) Rubber Estate,"Bright and Galbraith, Limited","7, Martins Lane, Cannon Street, E.C.","7, Martin Lane, Cannon Street, E.C."
castlefield_klang_rubberestate_brightandgalbraith_7_martinslane_cannonstreet_e_c_,Castlefield (Klang) Rubber Estate,Bright and Galbraith,"7, Martins Lane, Cannon Street, E.C.","7, Martin Lane, Cannon Street, E.C."
castlefield_klang_rubberestate_brightandgalbraith_7_minlane_cannonstreet_e_c_,Castlefield (Klang) Rubber Estate,Bright and Galbraith,"7, Min Lane, Cannon Street, E.C.","7, Martin Lane, Cannon Street, E.C."
castlefield_klang_rubberestate_g_murby_protem__4_corbetcourt_gracechurchstreet_e_c_,Castlefield (Klang) Rubber Estate,G. Murby (Pro Tem),"4, Corbet Court, Gracechurch Street, E.C.","4, Corbet Court, Gracechurch Street, E.C."
castlefield_klang_rubberestate_limited_j_westwood_4_corbetcourt_gracechurchstreet_e_c_,"Castlefield (Klang) Rubber Estate, Limited",J. Westwood,"4, Corbet Court, Gracechurch Street, E.C.","4, Corbet Court, Gracechurch Street, E.C."
castlefield_klang_rubberestate_ltd__g_murby_4_corbetcourt_gracechurchstreet_e_c_,"Castlefield (Klang) Rubber Estate, Ltd.",G. Murby,"4, Corbet Court, Gracechurch Street, E.C.","4, Corbet Court, Gracechurch Street, E.C."
ceararubberestates_ltd_bousteadbrothers_5_fenchurchstreet_e_c_,"Ceara Rubber Estates, Ltd",Boustead Brothers,"5, Fenchurch Street, E.C.","5, Fenchurch Street, E.C."
centraljavarubberplantations_javaheve_rubberandtobaccoestates_n_a_n_a,"Central Java Rubber Plantations/ Java Heve
Rubber and Tobacco Estates",N/A,N/A,""
centraljavarubberplantations_ltd__c_h_lawson_4_londonwallbuildings_e_c_,"Central Java Rubber Plantations, Ltd.",C. H. Lawson,"4, London Wall Buildings, E.C.","4, London Wall Buildings, E.C."
centraljavarubberplantations_ltd_c_h_lawson_4_londonwallbuildings_e_c_,"Central Java Rubber Plantations, Ltd",C. H. Lawson,"4, London Wall Buildings, E.C.","4, London Wall Buildings, E.C."
centralkelantanrubbercompany_thomasbarlowandbrother_49_51_eastcheap_e_c_,Central Kelantan Rubber Company,Thomas Barlow and Brother,"49-51, Eastcheap, E.C.","49-51, Eastcheap, E.C."
centralprovinceceylonteaco__ltd__f_w_selfee_148_leadenhallstreet_e_c_,"Central Province Ceylon Tea Co., Ltd.",F. W. Selfee,"148, Leadenhall Street, E.C.","148, Leadenhall Street, E.C."
centralprovinceceylonteaco__ltd_g_f_woods_20_eastcheap_e_c_,"Central Province Ceylon Tea Co., Ltd",G. F. Woods,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
centralprovinceceylonteacompany_f_w_selfe_148_leadenhallstreet_e_c_,Central Province Ceylon Tea Company,F. W. Selfe,"148, Leadenhall Street, E.C.","148, Leadenhall Street, E.C."
centralprovinceceylonteacompany_f_w_selfe_9_woodstreet_e_c_,Central Province Ceylon Tea Company,F. W. Selfe,"9, Wood Street, E.C.","9, Wood Street, E.C."
centralprovinceceylonteacompany_f_w_selfee_148_leadenhallstreet_e_c_,Central Province Ceylon Tea Company,F. W. Selfee,"148, Leadenhall Street, E.C.","148, Leadenhall Street, E.C."
centralprovinceceylonteacompany_f_w_selfee_148_leadenhallstreete_c_,Central Province Ceylon Tea Company,F. W. Selfee,"148, Leadenhall Street E.C.","148, Leadenhall Street, E.C."
centralprovinceceylonteacompany_limited_f_w_selfe_148_leadenhallstreet_e_c_,"Central Province Ceylon Tea Company, Limited",F. W. Selfe,"148, Leadenhall Street, E.C.","148, Leadenhall Street, E.C."
centralsumatrarubberestates_a_g_england_86_cannonstreet_e_c_,Central Sumatra Rubber Estates,A. G. England,"86, Cannon Street, E.C.","86, Cannon Street, E.C."
centralsumatrarubberestates_harrisonsandcrosfied_1_4_greattowerstreet_e_c_,Central Sumatra Rubber Estates,Harrisons and Crosfied,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
centralsumatrarubberestates_harrisonsandcrosfield_1_4_greattowerstreet_e_c_,Central Sumatra Rubber Estates,Harrisons and Crosfield,"1-4, Great Tower Street, E.C.","1-4, Great Tower Street, E.C."
centralsumatrarubberestates_i_h_hay_15_oldbroadstreet_e_c_,Central Sumatra Rubber Estates,I. H. Hay,"15, Old Broad Street, E.C.","15, Old Broad Street, E.C."
centralsumatrarubberestates_ltd__rubberandgeneraltrustco__pinnershall_austinfriars_e_c_,"Central Sumatra Rubber Estates, Ltd.",Rubber and General Trust Co.,"Pinners Hall, Austin Friars, E.C.","Pinners Hall, Austin Friars, E.C."
centralsumatrarubberestates_rubberandgeneraltrust_pinnershall_austinfriars_e_c_,Central Sumatra Rubber Estates,Rubber and General Trust,"Pinners Hall, Austin Friars, E.C.","Pinners Hall, Austin Friars, E.C."
centralsumatrarubberestates_rubberandgeneraltrustco__pinnershall_austinfriars_e_c_,Central Sumatra Rubber Estates,Rubber and General Trust Co.,"Pinners Hall, Austin Friars, E.C.","Pinners Hall, Austin Friars, E.C."
centralteacompanyofceylon_beingwoundup__g_f_woods_liquidator__20_eastcheap_e_c_,Central Tea Company of Ceylon (being wound up),G. F. Woods (Liquidator),"20, Eastcheap, E.C.","20, Eastcheap, E.C."
centralteacompanyofceylon_g_f_woods_20_eastcheap_e_c_,Central Tea Company of Ceylon,G. F. Woods,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
centralteacompanyofceylon_limited_sirw_johnston_bart__20_eastcheap_e_c_,"Central Tea Company of Ceylon, Limited","Sir W. Johnston, Bart.","20, Eastcheap, E.C.","20, Eastcheap, E.C."
centralteacompanyofceylon_ltd__g_f_woods_20_eastcheap_e_c_,"Central Tea Company of Ceylon, Ltd.",G. F. Woods,"20, Eastcheap, E.C.","20, Eastcheap, E.C."
centralteacompanyofceylon_sirw_johnston_bart_20_eastcheap_e_c_,Central Tea Company of Ceylon,"Sir W. Johnston, Bart","20, Eastcheap, E.C.","20, Eastcheap, E.C."
centraltravancorerubbercompany_j_a_pattullo_46_charlottesquare_edinburgh,Central Travancore Rubber Company,J. A. Pattullo,"46, Charlotte Square, Edinburgh","46, Charlotte Square, Edinburgh"
centraltravancorerubbercompany_n_a_46_charlottesquare_edinburgh,Central Travancore Rubber Company,N/A,"46, Charlotte Square, Edinburgh","46, Charlotte Square, Edinburgh"
ceylon_indianplantersassociation_c_h_lovell_hollandhouse_burystreet_e_c_5,Ceylon & Indian Planters Association,C. H. Lovell,"Holland House, Bury Street, E.C.5","Holland House, Bury Street, E.C."
ceylon_para_rubbercompany_georgewilliamson_co_138_leadenhallstreet_e_c_,Ceylon (Para) Rubber Company,George Williamson & Co,"138, Leadenhall Street, E.C.","138, Leadenhall Street, E.C."
ceylon_para_rubbercompany_georgewilliamsonandco_138_leadenhallstreet_e_c_,Ceylon (Para) Rubber Company,George Williamson and Co,"138, Leadenhall Street, E.C.","138, Leadenhall Street, E.C."
ceylon_para_rubbercompany_georgewilliamsonandco__138_leadenhallst_e_c_,Ceylon (Para) Rubber Company,George Williamson and Co.,"138, Leadenhall St, E.C.","138, Leadenhall Street, E.C."
ceylon_para_rubbercompany_georgewilliamsonandco__138_leadenhallstreet_e_c_,Ceylon (Para) Rubber Company,George Williamson and Co.,"138, Leadenhall Street, E.C.","138, Leadenhall Street, E.C."
ceylon_para_rubbercompany_georgewilliamsonandco__138_leadenhallstreete_c_,Ceylon (Para) Rubber Company,George Williamson and Co.,"138, Leadenhall Street E.C.","138, Leadenhall Street, E.C."
ceylon_para_rubbercompany_limited_georgewilliamsonandco__138_leadenhallstreet_e_c_,"Ceylon (Para) Rubber Company, Limited",George Williamson and Co.,"138, Leadenhall Street, E.C.","138, Leadenhall Street, E.C."
ceylon_pararubbercompany_georgewilliamsonandco__138_leadenhallstreete_c_,Ceylon (Para Rubber Company,George Williamson and Co.,"138, Leadenhall Street E.C.","138, Leadenhall Street, E.C."
ceylon_travancorerubberandteaestates_g_w_brockelsby_201_salisburyhouse_e_c_,Ceylon-Travancore Rubber and Tea Estates,G. W. Brockelsby,"201, Salisbury House, E.C.","201, Salisbury House, E.C."
ceylonandindianplanters_association_c_h_lovell_51_limestreet_e_c_,Ceylon and Indian Planters' Association,C. H. Lovell,"51, Lime Street, E.C.","51, Lime Street, E.C."
ceylonandindianplanters_association_c_h_lovell_hollandhouse_burystreet_e_c_,Ceylon and Indian Planters' Association,C. H. Lovell,"Holland House, Bury Street, E.C.","Holland House, Bury Street, E.C."
ceylonandindianplantersassoc__ltd__c_h_lovell_51_limestreet_e_c_,"Ceylon and Indian Planters Assoc., Ltd.",C. H. Lovell,"51, Lime Street, E.C.","51, Lime Street, E.C."
ceylonandindianplantersassociation_a_b_tomkins_51_limestreet_e_c_,Ceylon and Indian Planters Association,A. B. Tomkins,"51, Lime Street, E.C.","51, Lime Street, E.C."
ceylonandindianplantersassociation_c_h_lovell_51_limestreet_e_c_,Ceylon and Indian Planters Association,C. H. Lovell,"51, Lime Street, E.C.","51, Lime Street, E.C."
ceylonandindianplantersassociation_c_h_lovell_51_limestreete_c_,Ceylon and Indian Planters Association,C. H. Lovell,"51, Lime Street E.C.","51, Lime Street, E.C."
ceylonandindianplantersassociation_c_h_lovell_hollandhouse_burystreet_e_c_,Ceylon and Indian Planters Association,C. H. Lovell,"Holland House, Bury Street, E.C.","Holland House, Bury Street, E.C."
ceylonandindianplantersassociation_limited_c_h_lovell_51_limestreet_e_c_,"Ceylon and Indian Planters Association, Limited",C. H. Lovell,"51, Lime Street, E.C.","51, Lime Street, E.C."
